filename,path,utt_num,who,role,postcodes,gems,utterance,startTime,endTime
16,class/Bradford/16,163,CHI,Child,,,I think it was Duke_Ellington who started or,1161.121,1166.722
16,class/Bradford/16,164,CHI,Child,,,that's all.,1166.722,1181.988
16,class/Bradford/16,165,INV,Investigator,,,okay,1181.988,1182.538
16,class/Bradford/16,166,INV,Investigator,,,tell me what you know about Malcolm_X.,1182.538,1184.805
16,class/Bradford/16,167,CHI,Child,,,at first he was real bad and was sent to jail because he was like running a heist with two White women stealing,1184.805,1206.3
16,class/Bradford/16,168,CHI,Child,,,the White women would babysit,1206.3,1208.916
16,class/Bradford/16,169,CHI,Child,,,and they would steal all the money they could find under the people home they was babysit for.,1208.916,1214.433
16,class/Bradford/16,170,INV,Investigator,,,mhm.,1214.433,1215.166
16,class/Bradford/16,171,CHI,Child,,,and so the White women they said that it was Malcolm_X who did it and not them.,1215.166,1224.649
16,class/Bradford/16,172,INV,Investigator,,,mhm.,1224.649,1225.915
16,class/Bradford/16,173,CHI,Child,,,and he was sent to jail,1225.915,1228.265
16,class/Bradford/16,174,CHI,Child,,,and Elijah_Muhammad talked to him about different things and he became a Muslim,1228.265,1237.299
16,class/Bradford/16,175,CHI,Child,,,and he was one of the civil rights leaders too,1237.299,1244.049
16,class/Bradford/16,176,CHI,Child,,,but he believed in violence,1244.049,1247.115
16,class/Bradford/16,177,CHI,Child,,,violence with violence.,1247.115,1249.015
16,class/Bradford/16,178,INV,Investigator,,,mhm.,1249.015,1249.781
16,class/Bradford/16,179,CHI,Child,,,and he was assassinated along with Martin_Luther_King_Junior.,1249.781,1267.598
16,class/Bradford/16,180,INV,Investigator,,,okay anything else.,1267.598,1269.365
16,class/Bradford/16,181,CHI,Child,,,unhunh.,1269.365,1273.798
16,class/Bradford/16,182,INV,Investigator,,,okay,1273.798,1274.481
16,class/Bradford/16,183,INV,Investigator,,,tell me what you know about Muhammad_Ali.,1274.481,1276.965
16,class/Bradford/16,184,CHI,Child,,,he made up the phrase,1276.965,1282.215
16,class/Bradford/16,185,CHI,Child,,,shock the world,1282.215,1283.365
16,class/Bradford/16,186,CHI,Child,,,and was one of the boxers to have the championship most often,1283.365,1306.215
16,class/Bradford/16,187,CHI,Child,,,and used the Rope_A_Dope to win his last championship.,1306.215,1320.665
16,class/Bradford/16,188,INV,Investigator,,,mhm,1320.665,1323.415
16,class/Bradford/16,189,INV,Investigator,,,anything else.,1323.415,1325.131
16,class/Bradford/16,190,CHI,Child,,,he changed his name,1325.131,1337.131
16,class/Bradford/16,191,CHI,Child,,,and he was like an instigator like a antagonizer like a bothersome person,1337.131,1363.081
16,class/Bradford/16,192,CHI,Child,,,and he went to like over in Africa to speak,1363.081,1380.647
16,class/Bradford/16,193,CHI,Child,,,and they didn't like it.,1380.647,1386.197
16,class/Bradford/16,194,INV,Investigator,,,anything else.,1386.197,1394.597
16,class/Bradford/16,195,CHI,Child,,,unhunh.,1394.597,1395.731
16,class/Bradford/16,196,INV,Investigator,,,okay,1395.731,1396.347
16,class/Bradford/16,197,INV,Investigator,,,tell me what you know about the Ku_Klux_Klan.,1396.347,1398.847
16,class/Bradford/16,198,CHI,Child,,,I know that they are in some parts of the United_States today,1398.847,1408.681
16,class/Bradford/16,199,CHI,Child,,,and favor enslavement of Blacks.,1408.681,1416.631
16,class/Bradford/16,200,INV,Investigator,,,mhm.,1416.631,1418.781
16,class/Bradford/16,201,CHI,Child,,,and they killed Emmett_Till.,1418.781,1427.447
16,class/Bradford/16,202,INV,Investigator,,,mhm.,1427.447,1433.43
16,class/Bradford/16,203,CHI,Child,,,and they killed many other Blacks during the civil rights movement.,1433.43,1441.113
16,class/Bradford/16,204,INV,Investigator,,,mhm.,1441.113,1444.513
16,class/Bradford/16,205,CHI,Child,,,they burned and bombed many churches and homes of Black people.,1444.513,1458.279
16,class/Bradford/16,206,INV,Investigator,,,mhm.,1458.279,1458.929
16,class/Bradford/16,207,CHI,Child,,,that's it.,1458.929,1461.663
16,class/Bradford/16,208,INV,Investigator,,,that's all for the Ku_Klux_Klan.,1461.663,1463.379
16,class/Bradford/16,209,CHI,Child,,,mhm.,1463.379,1464.029
16,class/Bradford/16,210,INV,Investigator,,,tell me what you know about the Montgomery bus boycott.,1464.029,1466.229
16,class/Bradford/16,211,CHI,Child,,,it was started by Rosa_Park because she was sent to jail because she didn't wanna go sit in the back of the bus,1466.229,1479.713
16,class/Bradford/16,212,CHI,Child,,,she didn't want to get off the bus for a white man.,1479.713,1486.229
16,class/Bradford/16,213,INV,Investigator,,,uhhuh.,1486.229,1486.963
16,class/Bradford/16,214,CHI,Child,,,and she didn't get off the bus so she was sent to jail,1486.963,1493.213
16,class/Bradford/16,215,CHI,Child,,,and then Martin_Luther_King said,1493.213,1496.629
16,class/Bradford/16,216,CHI,Child,,,if you don't let her go we're gonna cause trouble for the bus company,1496.629,1508.896
16,class/Bradford/16,217,CHI,Child,,,so they made sure everybody walked from place to place instead of getting on the bus.,1508.896,1519.796
16,class/Bradford/16,218,INV,Investigator,,,mhm.,1519.796,1521.179
16,class/Bradford/16,219,CHI,Child,,,and that's how they ended the segregation of the Blacks getting in the back.,1521.179,1538.429
16,class/Bradford/16,220,INV,Investigator,,,anything else.,1538.429,1540.312
16,class/Bradford/16,221,CHI,Child,,,mhm that's it.,1540.312,1543.029
16,class/Bradford/16,222,INV,Investigator,,,okay,1543.029,1543.645
16,class/Bradford/16,223,INV,Investigator,,,okay,1543.645,1546.162
16,class/Bradford/16,224,INV,Investigator,,,moving right along,1546.162,1547.429
16,class/Bradford/16,225,INV,Investigator,,,doing a great job,1547.429,1549.295
16,class/Bradford/16,226,INV,Investigator,,,tell me what you know about,1549.295,1550.845
16,class/Bradford/16,227,INV,Investigator,,,we're moving into literature now,1550.845,1551.862
16,class/Bradford/16,228,INV,Investigator,,,what do you know about Little_Red_Riding_Hood.,1551.862,1554.429
16,class/Bradford/16,229,CHI,Child,,,I know that it's like a story told to children to amuse them,1554.429,1566.212
16,class/Bradford/16,230,CHI,Child,,,and it has you_know a grandmother a wolf,1566.212,1578.262
16,class/Bradford/16,231,CHI,Child,,,and it shows that the people who do crime don't always get you_know paid.,1578.262,1593.245
16,class/Bradford/16,232,INV,Investigator,,,okay,1593.245,1593.812
16,class/Bradford/16,233,INV,Investigator,,,anything else.,1593.812,1595.945
16,class/Bradford/16,234,CHI,Child,,,that's it.,1595.945,1601.628
16,class/Bradford/16,235,INV,Investigator,,,okay,1601.628,1602.412
16,class/Bradford/16,236,INV,Investigator,,,tell me what you know about Cinderella.,1602.412,1604.712
16,class/Bradford/16,237,CHI,Child,,,I know that she was a very hard worker,1604.712,1610.062
16,class/Bradford/16,238,CHI,Child,,,and that she was treated very badly,1610.062,1617.878
16,class/Bradford/16,239,CHI,Child,,,and was more of a ragged person.,1617.878,1625.028
16,class/Bradford/16,240,INV,Investigator,,,mhm.,1625.028,1626.595
16,class/Bradford/16,241,CHI,Child,,,and was very beautiful at the end of the story.,1626.595,1634.278
16,class/Bradford/16,242,INV,Investigator,,,mhm.,1634.278,1634.861
16,class/Bradford/16,243,CHI,Child,,,and it shows that your hard work always pays off.,1634.861,1644.311
16,class/Bradford/16,244,INV,Investigator,,,anything else.,1644.311,1646.445
16,class/Bradford/16,245,CHI,Child,,,that's it.,1646.445,1648.561
16,class/Bradford/16,246,INV,Investigator,,,okay,1648.561,1650.078
16,class/Bradford/16,247,INV,Investigator,,,what do you know about an orchestra.,1650.078,1652.328
16,class/Bradford/16,248,CHI,Child,,,I know that it's like a musical piece,1652.328,1659.961
16,class/Bradford/16,249,CHI,Child,,,it's like a band except it does classical music,1659.961,1668.778
16,class/Bradford/16,250,CHI,Child,,,and it has a conductor to make sure that everybody does their music right.,1668.778,1685.794
16,class/Bradford/16,251,INV,Investigator,,,mhm.,1685.794,1686.311
16,class/Bradford/16,252,CHI,Child,,,and a orchestra is part of the opera,1686.311,1694.811
16,class/Bradford/16,253,CHI,Child,,,and that's it.,1694.811,1699.811
16,class/Bradford/16,254,INV,Investigator,,,nothing else about orchestra,1699.811,1701.594
16,class/Bradford/16,255,INV,Investigator,,,okay,1701.594,1703.427
16,class/Bradford/16,256,INV,Investigator,,,tell me what you know about Little_House_On_The_Prairie.,1703.427,1706.677
16,class/Bradford/16,257,CHI,Child,,,it was like times of the west,1706.677,1715.977
16,class/Bradford/16,258,CHI,Child,,,you_know people moving into the west to find gold like that,1715.977,1726.244
16,class/Bradford/16,259,CHI,Child,,,and it was about like how people get along in those times.,1726.244,1747.477
16,class/Bradford/16,260,INV,Investigator,,,mhm.,1747.477,1748.111
16,class/Bradford/16,261,CHI,Child,,,and that's it.,1748.111,1750.244
16,class/Bradford/16,262,INV,Investigator,,,nothing else about Little_House,1750.244,1751.927
16,class/Bradford/16,263,INV,Investigator,,,okay what do you know about The_Wizard_Of_Oz.,1751.927,1755.06
16,class/Bradford/16,264,CHI,Child,,,I know that it was more of a fictional story,1755.06,1766.877
16,class/Bradford/16,265,CHI,Child,,,because it had witches and,1766.877,1780.043
16,class/Bradford/16,266,CHI,Child,,,and it was about a girl having a dream,1780.043,1784.443
16,class/Bradford/16,267,CHI,Child,,,she was in her dream and she wanted to get home from a tornado,1784.443,1790.343
16,class/Bradford/16,268,CHI,Child,,,they had a tornado and she ended up in this dream world,1790.343,1795.427
16,class/Bradford/16,269,CHI,Child,,,and she had to find the wizard so she could get home.,1795.427,1810.76
16,class/Bradford/16,270,INV,Investigator,,,okay.,1810.76,1811.56
16,class/Bradford/16,271,CHI,Child,,,and that's it.,1811.56,1813.643
16,class/Bradford/16,272,INV,Investigator,,,okay that's it.,1813.643,1814.86
16,class/Bradford/16,273,CHI,Child,,,mhm.,1814.86,1815.793
16,class/Bradford/16,274,INV,Investigator,,,okay what about Pinocchio,1815.793,1817.776
16,class/Bradford/16,275,INV,Investigator,,,what can you tell me about Pinocchio.,1817.776,1819.06
16,class/Bradford/16,276,CHI,Child,,,I know that it was a fiction because wood can't come to life,1819.06,1827.876
16,class/Bradford/16,277,CHI,Child,,,and that it was more like a lesson to learn in some parts of the story.,1827.876,1841.5
16,class/Bradford/16,278,INV,Investigator,,,mhm,1839.042,1839.692
16,class/Bradford/16,279,INV,Investigator,,,mhm.,1841.5,1842.05
16,class/Bradford/16,280,CHI,Child,,,because he lied and every time he told a lie he'd grow into a donkey,1842.05,1850.8
16,class/Bradford/16,281,CHI,Child,,,and his nose grew longer and longer every time he lied.,1850.8,1855.633
16,class/Bradford/16,282,INV,Investigator,,,okay.,1855.633,1856.183
16,class/Bradford/16,283,CHI,Child,,,so he was running off and doing all kinds of bad things like the rest of the children were and end up getting lost.,1856.183,1871.966
16,class/Bradford/16,284,INV,Investigator,,,okay.,1871.966,1874.516
16,class/Bradford/16,285,CHI,Child,,,and that's it.,1874.516,1876.283
16,class/Bradford/16,286,INV,Investigator,,,nothing else about Pinocchio.,1876.283,1878.216
16,class/Bradford/16,287,CHI,Child,,,I don't know.,1878.216,1879.666
16,class/Bradford/16,288,INV,Investigator,,,okay,1879.666,1880.232
16,class/Bradford/16,289,INV,Investigator,,,tell me what you know about Elvis_Presley.,1880.232,1882.766
16,class/Bradford/16,290,CHI,Child,,,I know that he was like a gospel and a rock singer,1882.766,1889.816
16,class/Bradford/16,291,CHI,Child,,,because he made some gospel,1889.816,1894.749
16,class/Bradford/16,292,CHI,Child,,,and he was like a Blues singer,1894.749,1897.799
16,class/Bradford/16,293,CHI,Child,,,because he sang songs like Hound_Dog or some songs like that,1897.799,1909.532
16,class/Bradford/16,294,CHI,Child,,,and he was like a smoker,1909.532,1918.465
16,class/Bradford/16,295,CHI,Child,,,and he died from smoking.,1918.465,1923.332
16,class/Bradford/16,296,INV,Investigator,,,anything else.,1923.332,1926.115
16,class/Bradford/16,297,CHI,Child,,,that's it.,1926.115,1931.015
16,class/Bradford/16,298,INV,Investigator,,,okay,1931.015,1931.532
16,class/Bradford/16,299,INV,Investigator,,,tell me what you know about Alice_In_Wonderland.,1931.532,1934.865
16,class/Bradford/16,300,CHI,Child,,,I know that it was like a dream world,1934.865,1957.165
16,class/Bradford/16,301,CHI,Child,,,because the girl like drifted off every time she went in the Wonderland,1957.165,1969.265
16,class/Bradford/16,302,CHI,Child,,,and was like,1969.265,1978.632
16,class/Bradford/16,303,CHI,Child,,,you_know she acted like she didn't know nothing about it,1978.632,1989.948
16,class/Bradford/16,304,CHI,Child,,,and so she was like real scared and stuff.,1989.948,1997.714
16,class/Bradford/16,305,INV,Investigator,,,okay,1997.714,1998.314
16,class/Bradford/16,306,INV,Investigator,,,all done.,1998.314,2002.247
16,class/Bradford/16,307,CHI,Child,,,and that's it.,2001.5,2003.097
16,class/Bradford/16,308,INV,Investigator,,,that's it,2003.097,2003.83
16,class/Bradford/16,309,INV,Investigator,,,okay what about Peter_Pan,2003.83,2005.63
16,class/Bradford/16,310,INV,Investigator,,,what do you know about him.,2005.63,2006.663
16,class/Bradford/16,311,CHI,Child,,,he's like a nymph like a fairy nymph or something like that,2006.663,2015.197
16,class/Bradford/16,312,CHI,Child,,,because he can fly,2015.197,2017.897
16,class/Bradford/16,313,CHI,Child,,,and he got all kinds of special powers,2017.897,2021.747
16,class/Bradford/16,314,CHI,Child,,,and he uses his imagination to do all the flying,2021.747,2035.18
16,class/Bradford/16,315,CHI,Child,,,he tells the little kids to just think about flying,2035.18,2039.213
16,class/Bradford/16,316,CHI,Child,,,and then they'll start flying.,2039.213,2041.563
16,class/Bradford/16,317,INV,Investigator,,,mhm.,2041.563,2042.696
16,class/Bradford/16,318,CHI,Child,,,so that's how Peter_Pan was made,2042.296,2054.98
16,class/Bradford/16,319,CHI,Child,,,that's.,2054.98,2057.3
16,class/Bradford/16,320,INV,Investigator,,,anything else.,2057.3,2058.133
16,class/Bradford/16,321,CHI,Child,,,unhunh.,2058.133,2060.033
16,class/Bradford/16,322,INV,Investigator,,,okay what about ballet,2060.033,2061.916
16,class/Bradford/16,323,INV,Investigator,,,tell me what you know about that.,2061.916,2063.033
16,class/Bradford/16,324,CHI,Child,,,I know that it's for elegant people,2063.033,2071.849
16,class/Bradford/16,325,CHI,Child,,,and you have to have like real good balance and strong legs.,2071.849,2082.933
16,class/Bradford/16,326,INV,Investigator,,,mhm,2082.933,2083.433
16,class/Bradford/16,327,INV,Investigator,,,anything else.,2083.433,2086.649
